fidelity,candidate_id,parent_id,temperature_K,Kdot,threshold_action,F1B_status,K_onset_MPa_sqrt_m,applied_opening_MPa_sqrt_m,model_native_fracture_coordinate_MPa_sqrt_m,opening_action,accessibility,process_updates,one_process_update_per_interval,no_discrete_emission_clock,renewal_m,renewal_tau_s,row_sha256,conservation_relative,initial_radius_m,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,F2R_response_class
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,750.0,0.05,0.6931471805599453,FIRST_PASSAGE,62.59123332283228,62.59123332283228,62.495136601848415,0.6931471805599453,FRACTURE_ACCESSIBLE,251,True,True,3.2732414351776242,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,5.2072790877949135e-15,1e-06,43315.26738567802,33232.040339189705,10083.227046488226,0.0,0.0,3.163336259954889e-10,0.0,1.0673905875109736e-05,3292125120.9196224,96096.72098386707,0.0,96096.72098386707,19929.50658117151,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,1050.0,0.0005,0.6931471805599453,RAMP_CENSORED,,,,0.08792995654215496,RAMP_CENSORED,320,True,True,3.2732414351776242,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,3.1823353589880804e-15,1e-06,96027.03213933918,20958.237387423913,6735.348902158882,0.0,0.0,68333.44584975608,0.0,2.2446398151273095e-05,2385163807.002116,66314.76424376758,0.0,66314.76424376758,57836.796231450455,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,1050.0,0.05,0.6931471805599453,FIRST_PASSAGE,71.23005056102656,71.23005056102656,71.07692300418506,0.6931471805599453,FRACTURE_ACCESSIBLE,285,True,True,3.2732414351776242,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,5.149464294971186e-15,1e-06,49453.399792501106,27412.068202837203,22041.3315896639,0.0,0.0,2.5642088458172335e-10,0.0,1.2044778519709892e-05,3727105500.4834986,153127.5568415001,0.0,153127.5568415001,19865.27366067171,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,5.897397501219482,5.897397501219482,5.897397501219482,0.6931471805599453,FRACTURE_ACCESSIBLE,24,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,0.0,1e-06,168.42030096807423,168.42030096807423,3.1186831137889807e-38,0.0,0.0,0.0,0.0,1.0376145003219239e-06,252260653.13566852,3.0681981174988218e-37,0.0,3.0681981174988218e-37,24516.63360084422,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,9.458806240948244,9.458806240948244,9.458806240948244,0.6931471805599453,FRACTURE_ACCESSIBLE,38,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,0.0,1e-06,4.7543224184356285,4.7543224184356285,7.349334662792936e-19,0.0,0.0,0.0,0.0,1.0010618165453385e-06,42383479.888106756,7.262412010858963e-18,0.0,7.262412010858963e-18,80365.91464484156,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,11.244449987262067,11.244449987262067,11.244449987261977,0.6931471805599453,FRACTURE_ACCESSIBLE,45,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,2.018629073284924e-15,1e-06,197.11592252961327,197.11592252047413,9.13910518348419e-09,0.0,0.0,4.3787245049720525e-13,0.0,1.0440232970065285e-06,272906041.10217357,9.030711382236449e-08,0.0,9.030711382236449e-08,22902.307515646575,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,12.04911321396136,12.04911321396136,12.049113210435554,0.6931471805599453,FRACTURE_ACCESSIBLE,49,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,2.7992283228825074e-15,1e-06,385.82953363489685,385.8291767454361,0.00035688946072451365,0.0,0.0,1.143973878450089e-12,0.0,1.086170046209979e-06,381807774.911172,0.003525807368455299,0.0,0.003525807368455299,17250.71348030923,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,12.524577730594762,12.524577730594762,12.524576360590434,0.6931471805599453,FRACTURE_ACCESSIBLE,51,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,3.408686502185996e-15,1e-06,483.60538462726714,483.4666498306268,0.13873479664031757,0.0,0.0,1.6378010759015477e-12,0.0,1.1080070204790493e-06,425661724.0221678,1.3700043280715324,0.0,1.3700043280715324,15826.583794471231,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,12.877746681695982,12.877746681695982,12.877709889055092,0.6931471805599453,FRACTURE_ACCESSIBLE,52,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,2.921510383443159e-15,1e-06,622.6195237417156,618.8882579313007,3.7312658104152434,0.0,0.0,1.485089863552017e-12,0.0,1.1390540341134899e-06,432067648.8813428,36.79264088866035,0.0,36.79264088866035,16034.013445252278,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,1200.0,0.005,0.6931471805599453,FIRST_PASSAGE,13.32979944211579,13.32979944211579,13.329481323487087,0.6931471805599453,FRACTURE_ACCESSIBLE,54,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,2.3005539938058444e-15,1e-06,938.9259815359944,906.5623146061471,32.36366692984736,0.0,0.0,2.160077756476763e-12,0.0,1.2096969987094553e-06,420255893.3284863,318.1186287035327,0.0,318.1186287035327,17496.397109897083,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.0005,0.6931471805599453,FIRST_PASSAGE,8.0511306664648,8.0511306664648,8.0511306664648,0.6931471805599453,FRACTURE_ACCESSIBLE,33,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,0.0,1e-06,0.00016565915794856449,0.00016565915794856449,1.1902824835718018e-25,0.0,0.0,0.0,0.0,1.0000000369978345e-06,250184.28181102555,1.1752146636645399e-24,0.0,1.1752146636645399e-24,96388.04985171845,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.05,0.6931471805599453,FIRST_PASSAGE,11.130264578569635,11.130264578569635,11.130264578569635,0.6931471805599453,FRACTURE_ACCESSIBLE,45,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,0.0,1e-06,393.52200316555735,393.52200316555735,2.1922636656882306e-14,0.0,0.0,0.0,0.0,1.0878880599884504e-06,385599805.7261218,2.166699983551654e-13,0.0,2.166699983551654e-13,17112.632586466007,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,750.0,0.0005,0.6931471805599453,FIRST_PASSAGE,10.810803992512689,10.810803992512689,10.810803992472325,0.6931471805599453,FRACTURE_ACCESSIBLE,44,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,1.311259109866523e-15,1e-06,59.60660280298615,59.60659871544501,4.087541149288981e-06,0.0,0.0,7.337237790349955e-14,0.0,1.0133123653587741e-06,150071364.48994547,4.036470980869257e-05,0.0,4.036470980869257e-05,38204.78997705203,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,750.0,0.05,0.6931471805599453,FIRST_PASSAGE,13.827345640193123,13.827345640193123,13.827345517114793,0.6931471805599453,FRACTURE_ACCESSIBLE,56,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,2.3144229959802686e-15,1e-06,1080.6626248613697,1080.6501691627693,0.012455698600247448,0.0,0.0,2.8004274733210703e-12,0.0,1.2413520485184526e-06,638975658.8204522,0.12307833044630101,0.0,0.12307833044630101,11884.71239242088,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,1050.0,0.0005,0.6931471805599453,FIRST_PASSAGE,11.570847972467881,11.570847972467881,11.570845908979793,0.6931471805599453,FRACTURE_ACCESSIBLE,47,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,1.5631991867638165e-15,1e-06,181.8175807092346,181.6080749546681,0.20950575456646553,0.0,0.0,3.0465222751996817e-13,0.0,1.0406066098255892e-06,232329961.19398972,2.06348808879099,0.0,2.06348808879099,26554.211277860635,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,1050.0,0.05,0.6931471805599453,FIRST_PASSAGE,14.657332971577551,14.657332971577551,14.656774001281606,0.6931471805599453,FRACTURE_ACCESSIBLE,59,True,True,3.2732414351776242,6.992153587194454e-07,98d04ad982f67feaf8e1b45580ecd39868bca03b6b894877f3ac882de93ade1c,4.2601711888684916e-15,1e-06,1334.2989363745667,1277.6576336156513,56.6413027589157,0.0,0.0,5.3082123946643436e-12,0.0,1.297998444862758e-06,672231690.3706151,558.9702959441123,0.0,558.9702959441123,11817.8925981425,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,6.763222072056217,6.763222072056217,6.763222072056217,0.6931471805599453,FRACTURE_ACCESSIBLE,28,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,0.0,1e-06,515.4583735277823,515.4583735277823,3.5296187573295685e-36,0.0,0.0,0.0,0.0,1.115120974404828e-06,441315413.3154642,3.4840833248536376e-35,0.0,3.4840833248536376e-35,15374.9850413058,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,6.535570573859864,6.535570573859864,6.535570573859864,0.6931471805599453,FRACTURE_ACCESSIBLE,27,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,0.0,1e-06,0.00011910753072077803,0.00011910753072077803,2.1962719811676016e-28,0.0,0.0,0.0,0.0,1.0000000266011296e-06,212139.67875841015,2.154174810182508e-27,0.0,2.154174810182508e-27,96388.25721154675,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,6.636581520493304,6.636581520493304,6.636581520493304,0.6931471805599453,FRACTURE_ACCESSIBLE,27,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,1.3552527156068805e-20,1e-06,0.00012054799848796753,0.00012054799848796754,2.8885564605030664e-21,0.0,0.0,1.6940658945086007e-21,0.0,1.0000000269228395e-06,213418.61554032986,2.793162693313632e-20,0.0,2.793162693313632e-20,96388.25079509888,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,6.762249766329231,6.762249766329231,6.762249766329231,0.6931471805599453,FRACTURE_ACCESSIBLE,28,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,3.2526065174565133e-19,1e-06,0.00012352164497123918,0.0001235216449711422,9.698518011093006e-17,0.0,0.0,3.2120994828597915e-19,0.0,1.000000027586965e-06,216034.85692138816,9.270878953267464e-16,0.0,9.270878953267464e-16,96388.23754923377,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,6.851294216165985,6.851294216165985,6.851294216165985,0.6931471805599453,FRACTURE_ACCESSIBLE,28,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,2.439454888092385e-19,1e-06,0.00012582639339942794,0.00012582639333221646,6.721147012490002e-14,0.0,0.0,2.495455015562225e-19,0.0,1.0000000281017008e-06,218041.00154344965,6.30282498906704e-13,0.0,6.30282498906704e-13,96388.22728293006,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,6.941958176122546,6.941958176122546,6.941958176122546,0.6931471805599453,FRACTURE_ACCESSIBLE,28,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,3.2526065174565133e-19,1e-06,0.0001246732529900777,0.0001246732461307694,6.859308369117439e-12,0.0,0.0,2.7860766519766057e-19,0.0,1.0000000278441619e-06,217039.42203527305,6.299573892782781e-11,0.0,6.299573892782781e-11,96388.23242030789,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,1200.0,0.005,0.6931471805599453,FIRST_PASSAGE,7.017158273867398,7.017158273867398,7.017158273867395,0.6931471805599453,FRACTURE_ACCESSIBLE,29,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,2.168404344971009e-19,1e-06,0.00012770206632228945,0.000127701715354445,3.5096784445728085e-10,0.0,0.0,1.99386923572232e-19,0.0,1.000000028520608e-06,219653.7592877283,3.2046167863959236e-09,0.0,3.2046167863959236e-09,96388.21896111114,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.0005,0.6931471805599453,FIRST_PASSAGE,6.288629291258623,6.288629291258623,6.288629291258623,0.6931471805599453,FRACTURE_ACCESSIBLE,26,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,0.0,1e-06,0.00011452868211026711,0.00011452868211026711,8.961915744126615e-29,0.0,0.0,0.0,0.0,1.000000025578503e-06,208022.0768331782,8.76373256080939e-28,0.0,8.76373256080939e-28,96388.27760766835,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.05,0.6931471805599453,FIRST_PASSAGE,7.005718639057062,7.005718639057062,7.005718639057062,0.6931471805599453,FRACTURE_ACCESSIBLE,29,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,0.0,1e-06,0.00013071172449508417,0.00013071172449508417,6.852684416891526e-28,0.0,0.0,0.0,0.0,1.0000000291927764e-06,222233.52168344572,6.738659876225644e-27,0.0,6.738659876225644e-27,96388.20552163514,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,750.0,0.0005,0.6931471805599453,FIRST_PASSAGE,6.307264278579958,6.307264278579958,6.307264278579958,0.6931471805599453,FRACTURE_ACCESSIBLE,26,True,True,3.2732414351776242,6.992153587194454e-07,a44d7e2427d4b03e6d1b498aba366e6face499f1863cf888922859e8798bba9c,1.8973538018496328e-19,1e-06,0.00011223619298294604,0.00011223619298291836,2.7617815674198304e-17,0.0,0.0,2.5287743676237438e-19,0.0,1.000000025066505e-06,205929.5923818895,2.588435049383406e-16,0.0,2.588435049383406e-16,96388.28781938601,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
