candidate_id,parent_id,mode,temperature_K,event_index,cumulative_advance_um,event_advance_um,K_reinit_MPa_sqrt_m,loading_time_s,threshold_action,physical_hazard_action,elementary_cleavage_rate_s,constitutive_ceiling_occupied,sigma_cap_active,dN_cap_active,N_sat_active,conservation_relative,complete_bound_row_sha256,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,time_s,n_adv,micro_advance_m,checkpoint_advance_m,hazard_action,J_equiv_J_m2,continued_from_50um_checkpoint,engine_unused_next_threshold_action
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,2,15.0,5.0,19.907979519426036,3981.595903885205,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,11944.78771165562,3,0.0,0.0,0.0,890.8672217070463,,1.0274377080669594
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,3,20.0,5.0,19.907979519426036,3981.595903885205,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,15926.383615540824,4,0.0,0.0,0.0,890.8672217070463,,0.8888741828004404
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,4,25.0,5.0,19.907979519426036,3981.5959038852416,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,19907.979519426062,5,0.0,0.0,0.0,890.8672217070463,,1.713402422524728
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,5,30.0,5.0,19.907979519426036,3981.5959038852416,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,23889.575423311308,6,0.0,0.0,0.0,890.8672217070463,,0.2553603039543256
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,6,35.0,5.0,19.907979519426036,3981.5959038852416,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,27871.17132719655,7,0.0,0.0,0.0,890.8672217070463,,0.1514333550331876
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,7,40.0,5.0,19.907979519426036,3981.5959038852416,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,31852.76723108179,8,0.0,0.0,0.0,890.8672217070463,,0.1317885814404497
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,8,45.0,5.0,19.907979519426036,3981.5959038852634,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,35834.363134967054,9,0.0,0.0,0.0,890.8672217070463,,0.6569241660162314
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,OPENING_ONLY_FROZEN_STATE,900.0,9,50.0,5.0,19.907979519426036,3981.595903885267,0.6931471805599453,0.6931471805599453,7210.368191242697,False,False,False,False,0.0,be0343fd982eda89f7f7240bf599298a0e07e06eea87570ee34fa9935dabcbfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,39815.95903885232,10,0.0,0.0,0.0,890.8672217070463,,0.3148720452240401
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,0,5.0,5.0,4.609541364325925,921.9082728651848,0.6931471805599453,0.6931471805599453,11987.434421135278,False,False,False,False,4.0657581468206416e-20,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,5.751757260004965e-05,5.751757259957867e-05,4.708833078389222e-16,0.0,0.0,1.3773715251865485e-19,0.0,1.0000000128458073e-06,147418.6979115701,3.5141329284904433e-15,0.0,3.5141329284904433e-15,96388.53156027004,921.9082728651848,1,0.0,0.0,0.0,47.76106940687868,,0.3217289314889593
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,1,10.0,5.0,4.60954139338766,921.9082786775356,0.6931471805599453,0.6931471805599453,11987.433734678636,False,False,False,False,3.6591823321385784e-19,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0001150351440059,0.0001150351440049,9.57300079366861e-16,0.0,0.0,7.137195566515793e-19,0.0,1.0000000256916146e-06,208481.5208208232,7.144189777923458e-15,0.0,7.144189777923458e-15,96388.27535167312,1843.8165515427204,2,0.0,0.0,0.0,47.761070009116295,,1.0336756747237703
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,2,15.0,5.0,4.6095414224494,921.9082844898784,0.6931471805599453,0.6931471805599453,11987.433048221865,False,False,False,False,1.0570971181733668e-18,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0001725527142176,0.0001725527142161,1.443716797014681e-15,0.0,0.0,1.757264147668877e-18,0.0,1.0000000385374215e-06,255336.67204195683,1.0774246188818212e-14,0.0,1.0774246188818212e-14,96388.01914513794,2765.724836032599,3,0.0,0.0,0.0,47.76107061135398,,0.0213024917899601
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,3,20.0,5.0,4.609541451511145,921.908290302228,0.6931471805599453,0.6931471805599453,11987.432361765172,False,False,False,False,1.734723475976807e-18,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0002300702832351,0.0002300702832331,1.9301334607823913e-15,0.0,0.0,2.895676428778657e-18,0.0,1.000000051383228e-06,294837.39110065077,1.4404302161174793e-14,0.0,1.4404302161174793e-14,96387.76294066444,3687.633126334827,4,0.0,0.0,0.0,47.761071213591784,,0.7102595437718932
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,4,25.0,5.0,4.609541480572896,921.9082961145818,0.6931471805599453,0.6931471805599453,11987.431675308391,False,False,False,False,3.2526065174565133e-18,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0002875878510584,0.000287587851056,2.4165500706699975e-15,0.0,0.0,4.8472403392525655e-18,0.0,1.0000000642290343e-06,329638.22264490556,1.8034357694993243e-14,0.0,1.8034357694993243e-14,96387.5067382526,4609.541422449409,5,0.0,0.0,0.0,47.76107181582973,,0.0280661225258752
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,5,30.0,5.0,4.609541509634652,921.9083019269264,0.6931471805599453,0.6931471805599453,11987.430988851696,False,False,False,False,4.4994390158148434e-18,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0003451054176875,0.0003451054176846,2.9029666266775057e-15,0.0,0.0,7.28669522734495e-18,0.0,1.0000000770748406e-06,361100.5787891016,2.166441279027359e-14,0.0,2.166441279027359e-14,96387.2505379024,5531.449724376335,6,0.0,0.0,0.0,47.76107241806777,,0.5566460449655032
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,6,35.0,5.0,4.609541538696414,921.9083077392834,0.6931471805599453,0.6931471805599453,11987.430302394952,False,False,False,False,5.637851296924623e-18,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0004026229831225,0.0004026229831191,3.389383128804926e-15,0.0,0.0,9.834570332685885e-18,0.0,1.0000000899206464e-06,390033.2007804387,2.529446744701595e-14,0.0,2.529446744701595e-14,96386.99433961375,6453.358032115619,7,0.0,0.0,0.0,47.761073020305936,,0.3080755526943323
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,7,40.0,5.0,4.60954156775818,921.9083135516375,0.6931471805599453,0.6931471805599453,11987.429615938248,False,False,False,False,6.667843360785852e-18,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0004601405473632,0.0004601405473594,3.8757995770522615e-15,0.0,0.0,1.216560500352972e-17,0.0,1.000000102766452e-06,416963.0282844293,2.892452166522033e-14,0.0,2.892452166522033e-14,96386.73814338674,7375.266345667256,8,0.0,0.0,0.0,47.7610736225442,,1.760312139718041
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,8,45.0,5.0,4.609541596819952,921.908319363989,0.6931471805599453,0.6931471805599453,11987.428929481412,False,False,False,False,8.348356728138384e-18,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0005176581104098,0.0005176581104055,4.3622159714195284e-15,0.0,0.0,1.558084184685906e-17,0.0,1.0000001156122573e-06,442256.07484475255,3.2554575444886924e-14,0.0,3.2554575444886924e-14,96386.48194922128,8297.174665031245,9,0.0,0.0,0.0,47.76107422478258,,1.9123419549241432
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,9,50.0,5.0,4.609541625881729,921.908325176346,0.6931471805599453,0.6931471805599453,11987.42824302466,False,False,False,False,1.0625181290357945e-17,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0005751756722622,0.0005751756722574,4.848632311906727e-15,0.0,0.0,1.980923031955253e-17,0.0,1.0000001284580625e-06,466178.8326961349,3.6184628786015664e-14,0.0,3.6184628786015664e-14,96386.22575711728,9219.082990207591,10,0.0,0.0,0.0,47.76107482702107,,0.4096471018521836
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,OPENING_ONLY_FROZEN_STATE,900.0,0,5.0,5.0,4.609541350399906,921.9082700799806,0.6931471805599453,0.6931471805599453,11987.435101332598,False,False,False,False,0.0,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,921.9082700799806,1,0.0,0.0,0.0,47.76106911829398,,0.2225051306413886
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,OPENING_ONLY_FROZEN_STATE,900.0,1,10.0,5.0,4.609541350399906,921.908270079976,0.6931471805599453,0.6931471805599453,11987.435101332598,False,False,False,False,0.0,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,1843.8165401599567,2,0.0,0.0,0.0,47.76106911829398,,2.1445734793630784
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,OPENING_ONLY_FROZEN_STATE,900.0,2,15.0,5.0,4.609541350399906,921.908270079976,0.6931471805599453,0.6931471805599453,11987.435101332598,False,False,False,False,0.0,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,2765.7248102399326,3,0.0,0.0,0.0,47.76106911829398,,6.4928995203054045
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,OPENING_ONLY_FROZEN_STATE,900.0,3,20.0,5.0,4.609541350399906,921.908270079976,0.6931471805599453,0.6931471805599453,11987.435101332598,False,False,False,False,0.0,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,3687.633080319909,4,0.0,0.0,0.0,47.76106911829398,,0.6271867943753354
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,OPENING_ONLY_FROZEN_STATE,900.0,4,25.0,5.0,4.609541350399906,921.908270079996,0.6931471805599453,0.6931471805599453,11987.435101332598,False,False,False,False,0.0,85f8d9d2ddbe1e7c7c0c34589883b886023507089d0fe423c1ce2c4eb60d0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,96388.78777092868,4609.541350399904,5,0.0,0.0,0.0,47.76106911829398,,2.4315701580545452
