fidelity,candidate_id,parent_id,temperature_K,Kdot,threshold_action,F1B_status,K_onset_MPa_sqrt_m,applied_opening_MPa_sqrt_m,model_native_fracture_coordinate_MPa_sqrt_m,opening_action,accessibility,process_updates,one_process_update_per_interval,no_discrete_emission_clock,renewal_m,renewal_tau_s,row_sha256,conservation_relative,initial_radius_m,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,F2R_response_class
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,750.0,0.05,0.6931471805599453,FIRST_PASSAGE,26.62459053385647,26.62459053385647,26.62074737291992,0.6931471805599453,FRACTURE_ACCESSIBLE,107,True,True,3.2732414351776242,6.992153587194454e-07,0958559054a41abc09f7062b7152fce923d91a44cc2b39d9e8a9d211f608e53f,4.399259951398918e-15,1e-06,9096.476980243828,8707.610788976715,388.8661912671075,0.0,0.0,4.5428577587937404e-11,0.0,3.0315807199906024e-06,1747549418.1303568,3843.1609365494032,0.0,3843.1609365494032,10658.144341770576,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1200.0,0.0005,0.6931471805599453,FIRST_PASSAGE,48.706630763265984,48.706630763265984,48.681738922746874,0.6931471805599453,FRACTURE_ACCESSIBLE,195,True,True,3.2732414351776242,6.992153587194454e-07,0958559054a41abc09f7062b7152fce923d91a44cc2b39d9e8a9d211f608e53f,6.540200885069061e-16,1e-06,44499.90293597287,26487.42982056032,2526.5860612855545,0.0,0.0,15485.88705412702,0.0,1.0938478934484419e-05,1487775321.7740018,24891.84051910852,0.0,24891.84051910852,45159.783291065156,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1200.0,0.05,0.6931471805599453,FIRST_PASSAGE,29.829854563538028,29.829854563538028,29.800154926718374,0.6931471805599453,FRACTURE_ACCESSIBLE,120,True,True,3.2732414351776242,6.992153587194454e-07,0958559054a41abc09f7062b7152fce923d91a44cc2b39d9e8a9d211f608e53f,3.4726155077776586e-15,1e-06,11523.811602056308,8159.645978593845,3364.1656234624643,0.0,0.0,3.792172226129313e-11,0.0,3.5736945767452577e-06,1756358749.7088685,29699.636819654523,0.0,29699.636819654523,12501.12282180239,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.111562447584674,4.111562447584674,4.111562447584674,0.6931471805599453,FRACTURE_ACCESSIBLE,17,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,0.0,1e-06,0.03198396121273104,0.03198396121273104,6.820533944070344e-45,0.0,0.0,0.0,0.0,1.0000071432049012e-06,3476309.388606511,6.311304785941703e-44,0.0,6.311304785941703e-44,96246.6325404687,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,7.37296696129689,7.37296696129689,7.37296696129689,0.6931471805599453,FRACTURE_ACCESSIBLE,30,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,0.0,1e-06,835.4836092055177,835.4836092055177,2.8233119277255112e-21,0.0,0.0,0.0,0.0,1.186594480040623e-06,561851136.1079931,2.772995013965161e-20,0.0,2.772995013965161e-20,12901.240575414018,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,11.321732309118559,11.321732309118559,11.321732309118559,0.6931471805599453,FRACTURE_ACCESSIBLE,46,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,3.1247507399888116e-15,1e-06,3638.269007083205,3638.2690070831754,2.8996638882125094e-11,0.0,0.0,1.1993961379630491e-11,0.0,1.8125604214667587e-06,1172464493.926486,2.8576412937047404e-10,0.0,2.8576412937047404e-10,9490.34745252712,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,13.584543662720797,13.584543662720797,13.584543662697683,0.6931471805599453,FRACTURE_ACCESSIBLE,55,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,3.977813706896483e-15,1e-06,5487.404501801199,5487.404499453669,2.3475279461440734e-06,0.0,0.0,2.414513172424825e-11,0.0,2.2255409663390515e-06,1439911418.6693468,2.3114770751195624e-05,0.0,2.3114770751195624e-05,9493.036684348004,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,14.981682686278605,14.981682686278605,14.981682668062811,0.6931471805599453,FRACTURE_ACCESSIBLE,60,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,2.5984419111056613e-15,1e-06,6650.292723431583,6650.290869636675,0.0018537949083717842,0.0,0.0,1.7731816178810148e-11,0.0,2.4852570405620108e-06,1585129210.2298868,0.018215792474906792,0.0,0.018215792474906792,9631.331813094124,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,15.910880764709725,15.910880764709725,15.910878642194827,0.6931471805599453,FRACTURE_ACCESSIBLE,64,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,4.979555236278516e-15,1e-06,7488.476581406156,7488.260103015287,0.2164783908637463,0.0,0.0,4.186784252645927e-11,0.0,2.672454586311512e-06,1678833916.447939,2.122514898510703,0.0,2.122514898510703,9779.584313831781,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,0.005,0.6931471805599453,FIRST_PASSAGE,16.77508999361145,16.77508999361145,16.775026440604858,0.6931471805599453,FRACTURE_ACCESSIBLE,68,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,4.292837274112905e-15,1e-06,8474.5322843468,8468.025240757768,6.507043589034131,0.0,0.0,3.394265858021091e-11,0.0,2.8926773999658265e-06,1721834106.0294144,63.55300659133832,0.0,63.55300659133832,10321.47892680363,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,0.0005,0.6931471805599453,FIRST_PASSAGE,4.01114887271268,4.01114887271268,4.01114887271268,0.6931471805599453,FRACTURE_ACCESSIBLE,17,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,0.0,1e-06,0.10497421218113169,0.10497421218113169,2.285251027441262e-44,0.0,0.0,0.0,0.0,1.000023444635327e-06,6297868.789950731,2.1146246276637207e-43,0.0,2.1146246276637207e-43,95924.57784309448,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,0.05,0.6931471805599453,FIRST_PASSAGE,4.291046742967521,4.291046742967521,4.291046742967521,0.6931471805599453,FRACTURE_ACCESSIBLE,18,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,0.0,1e-06,0.012668075165507166,0.012668075165507166,3.484337045392445e-45,0.0,0.0,0.0,0.0,1.0000028292510739e-06,2187799.9701800016,3.2813174729973534e-44,0.0,3.2813174729973534e-44,96332.40773035612,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,0.0005,0.6931471805599453,FIRST_PASSAGE,10.896501760129427,10.896501760129427,10.89650176012866,0.6931471805599453,FRACTURE_ACCESSIBLE,44,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,3.173474954968767e-15,1e-06,3582.4085374807983,3582.408537402312,7.84841105752577e-08,0.0,0.0,1.3735013181507963e-11,0.0,1.8000847066048024e-06,1163428900.8105562,7.679898787713692e-07,0.0,7.679898787713692e-07,9498.005643041097,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,0.05,0.6931471805599453,FIRST_PASSAGE,16.857392364772863,16.857392364772863,16.85739236407166,0.6931471805599453,FRACTURE_ACCESSIBLE,68,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,4.016219674235616e-15,1e-06,7925.939600928565,7925.939529874861,7.105370692009359e-05,0.0,0.0,2.8222979509360064e-11,0.0,2.7701563051308763e-06,1730524111.1602676,0.0007012026633334461,0.0,0.0007012026633334461,9834.738908756184,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,0.0005,0.6931471805599453,FIRST_PASSAGE,14.138777142915453,14.138777142915453,14.138771552990473,0.6931471805599453,FRACTURE_ACCESSIBLE,57,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,3.700509638873663e-15,1e-06,6635.9391933224015,6635.358874290331,0.5803190320712543,0.0,0.0,2.35829138338235e-11,0.0,2.4820513648815306e-06,1483293451.6417031,5.589924980400337,0.0,5.589924980400337,10278.116579746566,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,0.05,0.6931471805599453,FIRST_PASSAGE,19.803094883469647,19.803094883469647,19.802509002995468,0.6931471805599453,FRACTURE_ACCESSIBLE,80,True,True,3.2732414351776242,6.992153587194454e-07,461e219864e3258f9d9029fd54f4e72e9ec53da9998df5fb0150d1f648d1cbe2,4.610843956587116e-15,1e-06,10651.567122668512,10591.915279047913,59.651843620593624,0.0,0.0,5.47705215627929e-11,0.0,3.3788900308434674e-06,1974454025.3681095,585.880474178661,0.0,585.880474178661,10515.53928179486,DBTT_LIKE_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.500278811099724,4.500278811099724,4.500278811099724,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,0.0,1e-06,0.39613961297339856,0.39613961297339856,2.2547446228547463e-43,0.0,0.0,0.0,0.0,1.000088472669352e-06,12234224.138029417,2.1338008808695525e-42,0.0,2.1338008808695525e-42,94671.50688061214,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.5233428853673,4.5233428853673,4.5233428853673,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,0.0,1e-06,5.630390187034134e-05,5.630390187034134e-05,1.5682126844776567e-31,0.0,0.0,0.0,0.0,1.0000000125747498e-06,145855.07421500955,1.4083194319847693e-30,0.0,1.4083194319847693e-30,96388.53696651617,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.553108397309329,4.553108397309329,4.553108397309329,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,0.0,1e-06,5.707623778946459e-05,5.707623778946459e-05,8.578239654662914e-24,0.0,0.0,0.0,0.0,1.000000012747241e-06,146852.0338084777,7.175334390132612e-23,0.0,7.175334390132612e-23,96388.53352617759,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.582627212237513,4.582627212237513,4.582627212237513,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,4.743384504624082e-20,1e-06,5.7407238897426724e-05,5.7407238897426195e-05,3.7525829710817374e-19,0.0,0.0,2.009312697758685e-19,0.0,1.0000000128211658e-06,147277.2362943131,2.9485958762619457e-18,0.0,2.9485958762619457e-18,96388.5320517469,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.609541364325927,4.609541364325927,4.609541364325927,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,4.0657581468206416e-20,1e-06,5.751757260004965e-05,5.751757259957867e-05,4.708833078389239e-16,0.0,0.0,1.3773715251865485e-19,0.0,1.0000000128458073e-06,147418.6979115701,3.514132928490456e-15,0.0,3.514132928490456e-15,96388.53156027003,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.633357542098074,4.633357542098074,4.633357542098074,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,8.809142651444724e-20,1e-06,5.762790630265701e-05,5.762790622628952e-05,7.636740684027492e-14,0.0,0.0,1.6679931616009292e-19,0.0,1.000000012870449e-06,147560.02260482384,5.465418308349075e-13,0.0,5.465418308349075e-13,96388.53106879776,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.654233041118967,4.654233041118967,4.654233041118967,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,1.2197274440461925e-19,1e-06,5.773824000524892e-05,5.773823655459149e-05,3.450657431475495e-12,0.0,0.0,1.2400099126659927e-19,0.0,1.0000000128950906e-06,147701.14924021787,2.386552966954757e-11,0.0,2.386552966954757e-11,96388.53057754537,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,0.0005,0.6931471805599453,FIRST_PASSAGE,4.275434968609692,4.275434968609692,4.275434968609692,0.6931471805599453,FRACTURE_ACCESSIBLE,18,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,0.0,1e-06,0.800245378754781,0.800245378754781,4.244278322851163e-43,0.0,0.0,0.0,0.0,1.0001787244761099e-06,17388570.629811063,4.008875813782067e-42,0.0,4.008875813782067e-42,93011.54260317891,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,0.05,0.6931471805599453,FIRST_PASSAGE,4.603841690368747,4.603841690368747,4.603841690368747,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,0.0,1e-06,0.15752865650085604,0.15752865650085604,1.4698095144291453e-43,0.0,0.0,0.0,0.0,1.0000351819921149e-06,7714931.61499092,1.4084044864969465e-42,0.0,1.4084044864969465e-42,95694.69654926249,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
F2R_CONFIRMED_PRODUCTION_REDUCED_RESPONSE,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,0.0005,0.6931471805599453,FIRST_PASSAGE,4.378377233482069,4.378377233482069,4.378377233482069,0.6931471805599453,FRACTURE_ACCESSIBLE,18,True,True,3.2732414351776242,6.992153587194454e-07,e9a92c6597be9c5702733aa2ae660e1321ebc9d4dd02b82da1a224f7f97f6f9f,1.6940658945086007e-19,1e-06,5.194495439848699e-05,5.1944954398486846e-05,2.3481595651660836e-19,0.0,0.0,7.24594189972084e-20,0.0,1.000000011601235e-06,140095.43400040973,1.770088295290917e-18,0.0,1.770088295290917e-18,96388.55638327522,WEAK_T_PROVISIONAL_COUPLED_MODEL_RESPONSE_CLASS
