candidate_id,parent_id,mode,temperature_K,event_index,cumulative_advance_um,event_advance_um,K_reinit_MPa_sqrt_m,loading_time_s,threshold_action,physical_hazard_action,elementary_cleavage_rate_s,constitutive_ceiling_occupied,sigma_cap_active,dN_cap_active,N_sat_active,conservation_relative,complete_bound_row_sha256,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,time_s,n_adv,micro_advance_m,checkpoint_advance_m,hazard_action,J_equiv_J_m2,continued_from_50um_checkpoint,engine_unused_next_threshold_action,K_normalized_to_first,sqrt_radius_normalized_to_first,K_over_sqrt_radius_normalized_to_first
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,10,55.0,5.0,55.13351666158222,11026.703332316436,0.6931471805599453,0.6931471805599453,5747.827461612054,False,False,False,False,1.194452503958659e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,56102.330904359405,54944.36385155104,1157.9670528082431,0.0,0.0,6.821100143120681e-09,0.0,1.352973146190213e-05,1640283196.350448,11435.310433044007,0.0,11435.310433044007,50672.60749206987,104174.66749002528,11,0.0,0.0,0.0,6832.662961390935,True,0.5765070855437306,1.5454621919799916,1.5244707084684366,1.0137696863540553
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,11,60.0,5.0,56.25244259574575,11250.488519149134,0.6931471805599453,0.6931471805599453,6042.622669126282,False,False,False,False,1.3273559947405248e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,58542.86839957312,57371.58622147082,1171.2821781021732,0.0,0.0,7.897941870019828e-09,0.0,1.4074794010013744e-05,1639820338.609228,11566.89464471845,0.0,11566.89464471845,52728.87498977371,115425.15600917442,12,0.0,0.0,0.0,7112.812814208384,True,0.1995607066672124,1.576827100869988,1.554875138442111,1.0141181512811837
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,12,65.0,5.0,57.30203075380966,11460.406150761934,0.6931471805599453,0.6931471805599453,5920.672115259093,False,False,False,False,1.4530027354339957e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,60941.66377337471,59775.37666785027,1166.2871055243368,0.0,0.0,8.960231681690609e-09,0.0,1.4610533994097923e-05,1643340620.8827257,11516.886120135525,0.0,11516.886120135525,54618.859709578406,126885.56215993637,13,0.0,0.0,0.0,7380.718406330051,True,0.902871633712193,1.6062483842137365,1.5841909948962345,1.013923440663761
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,13,70.0,5.0,58.31125577736899,11662.251155473788,0.6931471805599453,0.6931471805599453,5902.452955637904,False,False,False,False,1.5618072006814377e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,63264.85391890872,62102.91540545052,1161.9385134582185,0.0,0.0,9.869726383463537e-09,0.0,1.512938852632943e-05,1644980038.5283806,11473.922805617633,0.0,11473.922805617633,56502.22168280046,138547.81331541014,14,0.0,0.0,0.0,7642.991878994104,True,0.3468947700446216,1.6345382378554851,1.612074779660836,1.0139345013507222
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,14,75.0,5.0,59.28053656542817,11856.107313085726,0.6931471805599453,0.6931471805599453,5968.324760512698,False,False,False,False,1.6912077153691338e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,65522.90026646838,64359.63301419253,1163.267252275794,0.0,0.0,1.1135743008331453e-08,0.0,1.563369403213245e-05,1645486803.0915575,11486.808986772943,0.0,11486.808986772943,58367.64709322079,150403.92062849586,15,0.0,0.0,0.0,7899.1954767586285,True,0.9020694450106128,1.6617084040640528,1.6387220588659162,1.0140269944337263
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,15,80.0,5.0,60.20828968819463,12041.657937638927,0.6931471805599453,0.6931471805599453,5647.043968759782,False,False,False,False,1.8369853173142058e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,67729.92360355129,66598.43864682209,1131.4849567289468,0.0,0.0,1.2685521980152524e-08,0.0,1.6126604207129317e-05,1646228493.0332203,11173.638005234396,0.0,11173.638005234396,60180.81826570193,162445.5785661348,16,0.0,0.0,0.0,8148.378430338641,True,2.620280812041752,1.6877144973000033,1.6643549782673595,1.0140351783950332
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,16,85.0,5.0,61.09824394975338,12219.648789950734,0.6931471805599453,0.6931471805599453,5826.817299877092,False,False,False,False,2.0068158065772898e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,69902.0121037968,68753.52806336369,1148.4840404328384,0.0,0.0,1.4315336485729612e-08,0.0,1.6611712137242914e-05,1648577050.8326576,11341.03407279282,0.0,11341.03407279282,61902.95042011737,174665.22735608552,17,0.0,0.0,0.0,8391.045300746535,True,1.473453342674382,1.7126610406571572,1.6892024166386517,1.0138873966716113
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,17,90.0,5.0,61.96587936828989,12393.17587365798,0.6931471805599453,0.6931471805599453,5637.065848120052,False,False,False,False,2.1804678316356557e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,72009.85175566429,70883.85489366691,1125.9968619971214,0.0,0.0,1.5959702906535066e-08,0.0,1.7082470916368732e-05,1648092329.7889132,11119.356983660757,0.0,11119.356983660757,63675.91040455872,187058.4032297435,18,0.0,0.0,0.0,8631.054199375694,True,0.0554871387660207,1.7369819586207533,1.7129703301272656,1.0140175390496715
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,18,95.0,5.0,62.79732759192918,12559.465518385929,0.6931471805599453,0.6931471805599453,5916.9458339565,False,False,False,False,2.3548285718242764e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,74093.4884499688,72942.31930714278,1151.1691428258234,0.0,0.0,1.7647725073025617e-08,0.0,1.7547824277324588e-05,1649798483.2659633,11367.213101758349,0.0,11367.213101758349,65342.99842704346,199617.86874812943,19,0.0,0.0,0.0,8864.228320578843,True,1.6804877340009328,1.7602885037502942,1.7361455604738034,1.0139060593916458
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,19,100.0,5.0,63.603273647799845,12720.65472955993,0.6931471805599453,0.6931471805599453,5809.850796494068,False,False,False,False,2.503771406139718e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,76137.17810825101,74996.60675103925,1140.5713572113189,0.0,0.0,1.9510370222256578e-08,0.0,1.8004255983404608e-05,1651097721.9898555,11262.770050335444,0.0,11262.770050335444,66989.9406822375,212338.52347768936,20,0.0,0.0,0.0,9093.216847535376,True,1.4061219618842336,1.7828801908681127,1.758579820149774,1.0138181789873315
