production_role,condition_role,candidate_id,parent_id,temperature_K,Kdot,threshold_action,F1B_status,K_onset_MPa_sqrt_m,applied_opening_MPa_sqrt_m,model_native_fracture_coordinate_MPa_sqrt_m,opening_action,accessibility,process_updates,one_process_update_per_interval,no_discrete_emission_clock,renewal_m,renewal_tau_s,row_sha256,conservation_relative,initial_radius_m,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,reported_quantity,physical_first_passage_time_s,censor_reason
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,36.50378286600229,36.50378286600229,36.47916442423352,0.6931471805599453,FRACTURE_ACCESSIBLE,147,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,7.223680299638422e-15,1e-06,21655.594131536225,19156.30417472971,2499.289956806529,0.0,0.0,1.405205969292843e-10,0.0,5.836497427863701e-06,1601222301.6362956,24618.441768775236,0.0,24618.441768775236,22391.716666794004,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,7300.756573200458,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1125.0,0.005,0.6931471805599453,FIRST_PASSAGE,34.93757779462822,34.93757779462822,34.91046188279847,0.6931471805599453,FRACTURE_ACCESSIBLE,140,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,4.928172850937094e-15,1e-06,19193.20848626458,16426.72784280699,2766.4806434576117,0.0,0.0,7.043965418711083e-11,0.0,5.286555377443495e-06,1616414551.7577586,27115.91182974768,0.0,27115.91182974768,20091.538436420153,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,6987.515558925644,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1200.0,0.005,0.6931471805599453,FIRST_PASSAGE,33.40703132602072,33.40703132602072,33.378591148019154,0.6931471805599453,FRACTURE_ACCESSIBLE,134,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,5.567733890159228e-15,1e-06,16988.500321749303,14054.52306213336,2933.977259615954,0.0,0.0,8.475709031933398e-11,0.0,4.794162266356322e-06,1622768742.7461736,28440.17800156506,0.0,28440.17800156506,18148.966217558063,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,6681.406265204144,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,5.020395199097214,5.020395199097214,5.020395199097214,0.6931471805599453,FRACTURE_ACCESSIBLE,21,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,0.0,1e-06,12.137212927786225,12.137212927786225,1.163875020852191e-40,0.0,0.0,0.0,0.0,1.0027106898453174e-06,67719194.20816946,1.1345327948819794e-39,0.0,1.1345327948819794e-39,66266.55525503357,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,1004.0790398194428,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,375.0,0.005,0.6931471805599453,FIRST_PASSAGE,12.41425974278337,12.41425974278337,12.41425974278337,0.6931471805599453,FRACTURE_ACCESSIBLE,50,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,0.0,1e-06,1414.074593576203,1414.074593576203,5.5020650596113015e-18,0.0,0.0,0.0,0.0,1.3158153081876932e-06,730951322.1858015,5.4380951288935564e-17,0.0,5.4380951288935564e-17,11025.297440461496,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,2482.851948556674,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,22.359663904873734,22.359663904873734,22.359663904859534,0.6931471805599453,FRACTURE_ACCESSIBLE,90,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,4.6307579532672164e-15,1e-06,7070.507591683677,7070.507590246736,1.436935200773084e-06,0.0,0.0,3.851852170555503e-11,0.0,2.5791066074271227e-06,1634472389.4558587,1.4202372831448285e-05,0.0,1.4202372831448285e-05,9693.760418777158,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,4471.932780974747,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,525.0,0.005,0.6931471805599453,FIRST_PASSAGE,30.05849125430302,30.05849125430302,30.05848679074568,0.6931471805599453,FRACTURE_ACCESSIBLE,121,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,5.537847168964328e-15,1e-06,12153.207894284202,12152.756290180516,0.4516041036843578,0.0,0.0,7.000444672458205e-11,0.0,3.714262114628423e-06,2138077679.4804533,4.463557343220581,0.0,4.463557343220581,10675.467709310642,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,6011.698250860604,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,39.5508516738328,39.5508516738328,39.549879256815046,0.6931471805599453,FRACTURE_ACCESSIBLE,159,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,4.2853428240210305e-15,1e-06,22072.31786782255,21973.93177767226,98.38609015028403,0.0,0.0,9.82538499904917e-11,0.0,5.92956729546634e-06,2291792072.350746,972.4170177579354,0.0,972.4170177579354,15900.495737507345,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,7910.170334766561,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,675.0,0.005,0.6931471805599453,FIRST_PASSAGE,61.32353741276857,61.32353741276857,61.30291561025415,0.6931471805599453,FRACTURE_ACCESSIBLE,246,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,6.755546756786737e-15,1e-06,56005.79931704885,53919.283482540864,2086.5158345079303,0.0,0.0,4.2944137140911936e-10,0.0,1.350817237786595e-05,2404880045.3611436,20621.802514417264,0.0,20621.802514417264,34520.85039490642,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,12264.707482553717,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,73.00296480851247,73.00296480851247,72.92952354560221,0.6931471805599453,FRACTURE_ACCESSIBLE,293,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,8.060095054562282e-15,1e-06,72217.08989712216,64782.3486931807,7434.741203941373,0.0,0.0,6.680238584989871e-10,0.0,1.712875488031949e-05,2741343253.52261,73441.26291026972,0.0,73441.26291026972,38403.94677082648,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,14600.592961702494,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,825.0,0.005,0.6931471805599453,FIRST_PASSAGE,73.75876445454176,73.75876445454176,73.66640051566273,0.6931471805599453,FRACTURE_ACCESSIBLE,296,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,8.64374365433692e-15,1e-06,69024.31957982558,59607.4146336589,9416.904946166664,0.0,0.0,6.128415623124969e-10,0.0,1.6415690840904513e-05,2931016445.758616,92363.93887903114,0.0,92363.93887903114,34424.616190772096,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,14751.752890908352,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,72.8925542309448,72.8925542309448,72.78827745679789,0.6931471805599453,FRACTURE_ACCESSIBLE,292,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,9.032239427847616e-15,1e-06,64444.32898225141,53493.86150910344,10950.467473147926,0.0,0.0,6.237144135066378e-10,0.0,1.5392809057552766e-05,3053448291.9578586,104276.7741469043,0.0,104276.7741469043,30985.862353631444,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,14578.51084618896,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,975.0,0.005,0.6931471805599453,FIRST_PASSAGE,71.57837052814567,71.57837052814567,71.46447031730314,0.6931471805599453,FRACTURE_ACCESSIBLE,287,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,5.717686245493752e-15,1e-06,59809.15936689179,47250.82985317233,12558.329500258093,0.0,0.0,1.3461717610852084e-05,0.0,1.4357603752806484e-05,3153874438.87808,113900.2108425366,0.0,113900.2108425366,27982.06587245056,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,14315.674105629134,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,70.06935194199421,70.06935194199421,69.94841522454401,0.6931471805599453,FRACTURE_ACCESSIBLE,281,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,1.180093469500152e-15,1e-06,55490.196514168914,41468.69548274092,14021.281015272089,0.0,0.0,0.2200161559640321,0.0,1.3393019147029557e-05,3235450388.8593793,120936.71745021276,0.0,120936.71745021276,25444.29228122608,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,14013.870388398842,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,1125.0,0.005,0.6931471805599453,FIRST_PASSAGE,68.62848681603812,68.62848681603812,68.50261526028709,0.6931471805599453,FRACTURE_ACCESSIBLE,275,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,1.2636815064780644e-15,1e-06,51819.71738286852,36328.26876861276,15367.01589537645,0.0,0.0,124.43271887937544,0.0,1.2573265010073791e-05,3301014146.8860893,125871.55575102668,0.0,125871.55575102668,23412.653215398754,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,13725.697363207624,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,1200.0,0.005,0.6931471805599453,FIRST_PASSAGE,67.39710798976071,67.39710798976071,67.26793078364545,0.6931471805599453,FRACTURE_ACCESSIBLE,270,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,2.084988364883074e-15,1e-06,48855.62352012475,28946.56607684544,16675.60370287075,0.0,0.0,3233.453740408658,0.0,1.1911272905122484e-05,3354993130.3390794,129177.20611525267,0.0,129177.20611525267,21823.23228511619,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,13479.42159795214,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.500278811099724,4.500278811099724,4.500278811099724,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,0.0,1e-06,0.3961396129733985,0.3961396129733985,2.254744622854751e-43,0.0,0.0,0.0,0.0,1.000088472669352e-06,12234224.138029415,2.1338008808695576e-42,0.0,2.1338008808695576e-42,94671.50688061214,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,900.0557622199448,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,375.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.510253424126058,4.510253424126058,4.510253424126058,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,0.0,1e-06,5.5310898544633776e-05,5.5310898544633776e-05,9.76380259817265e-38,0.0,0.0,0.0,0.0,1.0000000123529751e-06,144563.16675820053,9.072096835828216e-37,0.0,9.072096835828216e-37,96388.54138980914,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,902.0506848252116,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.523342885367299,4.523342885367299,4.523342885367299,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,0.0,1e-06,5.630390187034134e-05,5.630390187034134e-05,1.5682126844776508e-31,0.0,0.0,0.0,0.0,1.0000000125747498e-06,145855.07421500955,1.4083194319847635e-30,0.0,1.4083194319847635e-30,96388.53696651616,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,904.6685770734598,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,525.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.537974389166853,4.537974389166853,4.537974389166853,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,0.0,1e-06,5.6745236681362375e-05,5.6745236681362375e-05,4.179569450565647e-27,0.0,0.0,0.0,0.0,1.0000000126733162e-06,146425.59659030646,3.620441364090308e-26,0.0,3.620441364090308e-26,96388.53500060836,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,907.5948778333706,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.5531083973093285,4.5531083973093285,4.5531083973093285,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,0.0,1e-06,5.707623778946459e-05,5.707623778946459e-05,8.578239654662899e-24,0.0,0.0,0.0,0.0,1.000000012747241e-06,146852.0338084777,7.1753343901326e-23,0.0,7.1753343901326e-23,96388.5335261776,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,910.6216794618656,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,675.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.56811244202781,4.56811244202781,4.56811244202781,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,0.0,1e-06,5.729690519478825e-05,5.729690519478823e-05,3.232798912863749e-21,0.0,0.0,2.0328790734103208e-20,0.0,1.0000000127965242e-06,147135.63866343282,2.6172449148004974e-20,0.0,2.6172449148004974e-20,96388.53254322376,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,913.622488405562,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.582627212237512,4.582627212237512,4.582627212237512,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,4.743384504624082e-20,1e-06,5.740723889742672e-05,5.740723889742619e-05,3.752582971081719e-19,0.0,0.0,2.009312697758685e-19,0.0,1.0000000128211658e-06,147277.2362943131,2.9485958762619322e-18,0.0,2.9485958762619322e-18,96388.5320517469,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,916.5254424475024,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,825.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.596464812835649,4.596464812835649,4.596464812835649,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,2.0328790734103208e-19,1e-06,5.751757260004965e-05,5.751757260003151e-05,1.8256687533305768e-17,0.0,0.0,8.936290651351781e-20,0.0,1.0000000128458073e-06,147418.6979185661,1.3961812571448614e-16,0.0,1.3961812571448614e-16,96388.53156027,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,919.2929625671296,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.609541364325925,4.609541364325925,4.609541364325925,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,4.0657581468206416e-20,1e-06,5.751757260004965e-05,5.751757259957867e-05,4.708833078389222e-16,0.0,0.0,1.3773715251865485e-19,0.0,1.0000000128458073e-06,147418.6979115701,3.5141329284904433e-15,0.0,3.5141329284904433e-15,96388.53156027004,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,921.908272865185,
P25_WEAK_T,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,975.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.621834565392042,4.621834565392042,4.621834565392042,0.6931471805599453,FRACTURE_ACCESSIBLE,19,True,True,3.273241435177624,6.992153587194454e-07,1254ddb33b41e99ee33c2add105d0727b5c360a46ac49f968edabb7d7392c77f,7.453889935837843e-20,1e-06,5.762790630265701e-05,5.762790629541193e-05,7.24505538570758e-15,0.0,0.0,9.97778342085964e-20,0.0,1.000000012870449e-06,147560.0238093092,5.2890985237565287e-14,0.0,5.2890985237565287e-14,96388.53106879356,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,924.3669130784084,
